,TC Index,TC Variables,TC Value
139,"(1, 3, 5)","('animal2', 'animal4', 'animal6')",0.00013198562373872846
171,"(2, 2, 8)","('animal3', 'animal3', 'animal9')",0.00013055605813860893
90,"(0, 2, 8)","('animal1', 'animal3', 'animal9')",0.0001289315550820902
118,"(0, 8, 9)","('animal1', 'animal9', 'animal10')",0.0001255122188013047
111,"(0, 6, 7)","('animal1', 'animal7', 'animal8')",0.0001246153115062043
269,"(6, 7, 7)","('animal7', 'animal8', 'animal8')",0.0001228688342962414
150,"(1, 5, 5)","('animal2', 'animal6', 'animal6')",0.00011649613588815555
283,"(8, 9, 9)","('animal9', 'animal10', 'animal10')",0.00011545848974492401
284,"(9, 9, 9)","('animal10', 'animal10', 'animal10')",0.00011434061889303848
224,"(3, 7, 8)","('animal4', 'animal8', 'animal9')",0.00011236598220421001
138,"(1, 3, 4)","('animal2', 'animal4', 'animal5')",0.00011140922288177535
268,"(6, 6, 9)","('animal7', 'animal7', 'animal10')",0.00011031964095309377
282,"(8, 8, 9)","('animal9', 'animal9', 'animal10')",0.000108578366052825
135,"(1, 2, 8)","('animal2', 'animal3', 'animal9')",0.0001072158120223321
225,"(3, 7, 9)","('animal4', 'animal8', 'animal10')",0.00010692826617741957
134,"(1, 2, 7)","('animal2', 'animal3', 'animal8')",9.787234012037516e-05
161,"(1, 7, 9)","('animal2', 'animal8', 'animal10')",9.672078158473596e-05
179,"(2, 3, 9)","('animal3', 'animal4', 'animal10')",9.403284639120102e-05
214,"(3, 5, 5)","('animal4', 'animal6', 'animal6')",9.15312411962077e-05
163,"(1, 8, 9)","('animal2', 'animal9', 'animal10')",8.903059642761946e-05
266,"(6, 6, 7)","('animal7', 'animal7', 'animal8')",8.898771920939907e-05
178,"(2, 3, 8)","('animal3', 'animal4', 'animal9')",8.894057100405917e-05
249,"(4, 9, 9)","('animal5', 'animal10', 'animal10')",8.880402310751379e-05
165,"(2, 2, 2)","('animal3', 'animal3', 'animal3')",8.723419887246564e-05
275,"(7, 7, 7)","('animal8', 'animal8', 'animal8')",8.633596735307947e-05
177,"(2, 3, 7)","('animal3', 'animal4', 'animal8')",8.568711928091943e-05
104,"(0, 4, 9)","('animal1', 'animal5', 'animal10')",8.420488302363083e-05
88,"(0, 2, 6)","('animal1', 'animal3', 'animal7')",8.3073005953338e-05
136,"(1, 2, 9)","('animal2', 'animal3', 'animal10')",8.255215652752668e-05
281,"(8, 8, 8)","('animal9', 'animal9', 'animal9')",8.143032755469903e-05
107,"(0, 5, 7)","('animal1', 'animal6', 'animal8')",8.066979353316128e-05
109,"(0, 5, 9)","('animal1', 'animal6', 'animal10')",7.939482748042792e-05
208,"(3, 4, 4)","('animal4', 'animal5', 'animal5')",7.893388101365417e-05
262,"(5, 8, 8)","('animal6', 'animal9', 'animal9')",7.882099453127012e-05
144,"(1, 4, 4)","('animal2', 'animal5', 'animal5')",7.878364704083651e-05
227,"(3, 8, 9)","('animal4', 'animal9', 'animal10')",7.813728734618053e-05
169,"(2, 2, 6)","('animal3', 'animal3', 'animal7')",7.678336987737566e-05
264,"(5, 9, 9)","('animal6', 'animal10', 'animal10')",7.659570837859064e-05
259,"(5, 7, 7)","('animal6', 'animal8', 'animal8')",7.577653741464019e-05
102,"(0, 4, 7)","('animal1', 'animal5', 'animal8')",7.452990394085646e-05
112,"(0, 6, 8)","('animal1', 'animal7', 'animal9')",7.428394019370899e-05
272,"(6, 8, 8)","('animal7', 'animal9', 'animal9')",7.416255539283156e-05
108,"(0, 5, 8)","('animal1', 'animal6', 'animal9')",7.197690865723416e-05
222,"(3, 6, 9)","('animal4', 'animal7', 'animal10')",7.093132444424555e-05
244,"(4, 7, 7)","('animal5', 'animal8', 'animal8')",6.887678318889812e-05
167,"(2, 2, 4)","('animal3', 'animal3', 'animal5')",6.777692033210769e-05
153,"(1, 5, 8)","('animal2', 'animal6', 'animal9')",6.691584712825716e-05
168,"(2, 2, 5)","('animal3', 'animal3', 'animal6')",6.646043038927019e-05
247,"(4, 8, 8)","('animal5', 'animal9', 'animal9')",6.475226109614596e-05
220,"(3, 6, 7)","('animal4', 'animal7', 'animal8')",6.372082862071693e-05
86,"(0, 2, 4)","('animal1', 'animal3', 'animal5')",6.196144386194646e-05
103,"(0, 4, 8)","('animal1', 'animal5', 'animal9')",6.0970778577029705e-05
87,"(0, 2, 5)","('animal1', 'animal3', 'animal6')",6.0584738093893975e-05
191,"(2, 6, 6)","('animal3', 'animal7', 'animal7')",5.978288027108647e-05
157,"(1, 6, 8)","('animal2', 'animal7', 'animal9')",5.9741905715782195e-05
156,"(1, 6, 7)","('animal2', 'animal7', 'animal8')",5.698300446965732e-05
152,"(1, 5, 7)","('animal2', 'animal6', 'animal8')",5.404076728154905e-05
148,"(1, 4, 8)","('animal2', 'animal5', 'animal9')",5.2262355893617496e-05
221,"(3, 6, 8)","('animal4', 'animal7', 'animal9')",5.220910315983929e-05
158,"(1, 6, 9)","('animal2', 'animal7', 'animal10')",5.1418712246231735e-05
217,"(3, 5, 8)","('animal4', 'animal6', 'animal9')",5.0432689022272825e-05
176,"(2, 3, 6)","('animal3', 'animal4', 'animal7')",5.019429954700172e-05
267,"(6, 6, 8)","('animal7', 'animal7', 'animal9')",4.7887730033835396e-05
133,"(1, 2, 6)","('animal2', 'animal3', 'animal7')",4.6268527512438595e-05
132,"(1, 2, 5)","('animal2', 'animal3', 'animal6')",4.6179164201021194e-05
216,"(3, 5, 7)","('animal4', 'animal6', 'animal8')",4.559385706670582e-05
147,"(1, 4, 7)","('animal2', 'animal5', 'animal8')",4.5293312723515555e-05
101,"(0, 4, 6)","('animal1', 'animal5', 'animal7')",4.4904722017236054e-05
106,"(0, 5, 6)","('animal1', 'animal6', 'animal7')",4.412067573866807e-05
211,"(3, 4, 7)","('animal4', 'animal5', 'animal8')",4.369385351310484e-05
212,"(3, 4, 8)","('animal4', 'animal5', 'animal9')",4.34025569120422e-05
213,"(3, 4, 9)","('animal4', 'animal5', 'animal10')",4.3318104872014374e-05
131,"(1, 2, 4)","('animal2', 'animal3', 'animal5')",4.2821906390599906e-05
271,"(6, 7, 9)","('animal7', 'animal8', 'animal10')",4.226919554639608e-05
197,"(2, 7, 9)","('animal3', 'animal8', 'animal10')",4.204157812637277e-05
218,"(3, 5, 9)","('animal4', 'animal6', 'animal10')",4.193960558040999e-05
154,"(1, 5, 9)","('animal2', 'animal6', 'animal10')",4.144178092246875e-05
253,"(5, 5, 8)","('animal6', 'animal6', 'animal9')",4.094540418009274e-05
174,"(2, 3, 4)","('animal3', 'animal4', 'animal5')",4.044642992084846e-05
175,"(2, 3, 5)","('animal3', 'animal4', 'animal6')",4.0308208554051816e-05
252,"(5, 5, 7)","('animal6', 'animal6', 'animal8')",3.9979386201594025e-05
234,"(4, 4, 9)","('animal5', 'animal5', 'animal10')",3.80353958462365e-05
279,"(7, 8, 9)","('animal8', 'animal9', 'animal10')",3.7827638152521104e-05
196,"(2, 7, 8)","('animal3', 'animal8', 'animal9')",3.724841008079238e-05
254,"(5, 5, 9)","('animal6', 'animal6', 'animal10')",3.704156188177876e-05
149,"(1, 4, 9)","('animal2', 'animal5', 'animal10')",3.593927976908162e-05
232,"(4, 4, 7)","('animal5', 'animal5', 'animal8')",3.316879156045616e-05
186,"(2, 5, 5)","('animal3', 'animal6', 'animal6')",3.3162126783281565e-05
100,"(0, 4, 5)","('animal1', 'animal5', 'animal6')",3.181712963851169e-05
180,"(2, 4, 4)","('animal3', 'animal5', 'animal5')",3.166490205330774e-05
240,"(4, 6, 6)","('animal5', 'animal7', 'animal7')",3.07746886392124e-05
233,"(4, 4, 8)","('animal5', 'animal5', 'animal9')",3.053530599572696e-05
199,"(2, 8, 9)","('animal3', 'animal9', 'animal10')",2.965690327982884e-05
265,"(6, 6, 6)","('animal7', 'animal7', 'animal7')",2.9455810363288037e-05
255,"(5, 6, 6)","('animal6', 'animal7', 'animal7')",2.846060124284122e-05
194,"(2, 6, 9)","('animal3', 'animal7', 'animal10')",2.836263956851326e-05
151,"(1, 5, 6)","('animal2', 'animal6', 'animal7')",2.6563764549791813e-05
215,"(3, 5, 6)","('animal4', 'animal6', 'animal7')",2.5821413146331906e-05
210,"(3, 4, 6)","('animal4', 'animal5', 'animal7')",2.471221159794368e-05
192,"(2, 6, 7)","('animal3', 'animal7', 'animal8')",2.329638482478913e-05
270,"(6, 7, 8)","('animal7', 'animal8', 'animal9')",2.2556045223609544e-05
251,"(5, 5, 6)","('animal6', 'animal6', 'animal7')",2.171814594476018e-05
145,"(1, 4, 5)","('animal2', 'animal5', 'animal6')",2.1486559489858337e-05
246,"(4, 7, 9)","('animal5', 'animal8', 'animal10')",2.1462858057930134e-05
261,"(5, 7, 9)","('animal6', 'animal8', 'animal10')",2.135661088686902e-05
146,"(1, 4, 6)","('animal2', 'animal5', 'animal7')",2.0900748495478183e-05
260,"(5, 7, 8)","('animal6', 'animal8', 'animal9')",2.0331772248027846e-05
231,"(4, 4, 6)","('animal5', 'animal5', 'animal7')",1.982825415325351e-05
209,"(3, 4, 5)","('animal4', 'animal5', 'animal6')",1.9404675185796805e-05
273,"(6, 8, 9)","('animal7', 'animal9', 'animal10')",1.9236280422774144e-05
245,"(4, 7, 8)","('animal5', 'animal8', 'animal9')",1.7839169231592678e-05
189,"(2, 5, 8)","('animal3', 'animal6', 'animal9')",1.688061820459552e-05
185,"(2, 4, 9)","('animal3', 'animal5', 'animal10')",1.6751961084082723e-05
193,"(2, 6, 8)","('animal3', 'animal7', 'animal9')",1.6528907508472912e-05
183,"(2, 4, 7)","('animal3', 'animal5', 'animal8')",1.6386327843065374e-05
235,"(4, 5, 5)","('animal5', 'animal6', 'animal6')",1.600051655259449e-05
190,"(2, 5, 9)","('animal3', 'animal6', 'animal10')",1.590878309798427e-05
184,"(2, 4, 8)","('animal3', 'animal5', 'animal9')",1.577719194756355e-05
188,"(2, 5, 7)","('animal3', 'animal6', 'animal8')",1.5713259926997125e-05
263,"(5, 8, 9)","('animal6', 'animal9', 'animal10')",1.5274796169251204e-05
243,"(4, 6, 9)","('animal5', 'animal7', 'animal10')",1.474900000175694e-05
230,"(4, 4, 5)","('animal5', 'animal5', 'animal6')",1.4736865523445886e-05
248,"(4, 8, 9)","('animal5', 'animal9', 'animal10')",1.3700559975404758e-05
258,"(5, 6, 9)","('animal6', 'animal7', 'animal10')",1.2696360499830917e-05
256,"(5, 6, 7)","('animal6', 'animal7', 'animal8')",1.2054595572408289e-05
241,"(4, 6, 7)","('animal5', 'animal7', 'animal8')",1.1752993486879859e-05
250,"(5, 5, 5)","('animal6', 'animal6', 'animal6')",1.1286905646556988e-05
257,"(5, 6, 8)","('animal6', 'animal7', 'animal9')",9.670953659224324e-06
229,"(4, 4, 4)","('animal5', 'animal5', 'animal5')",8.711364898772445e-06
182,"(2, 4, 6)","('animal3', 'animal5', 'animal7')",8.612757483206224e-06
187,"(2, 5, 6)","('animal3', 'animal6', 'animal7')",8.43650286697084e-06
239,"(4, 5, 9)","('animal5', 'animal6', 'animal10')",8.283156603283715e-06
242,"(4, 6, 8)","('animal5', 'animal7', 'animal9')",8.040713510126807e-06
237,"(4, 5, 7)","('animal5', 'animal6', 'animal8')",7.952518899401184e-06
238,"(4, 5, 8)","('animal5', 'animal6', 'animal9')",7.85260181146441e-06
181,"(2, 4, 5)","('animal3', 'animal5', 'animal6')",7.168605861807009e-06
236,"(4, 5, 6)","('animal5', 'animal6', 'animal7')",4.526001703197835e-06
